id,timestamp,event_type,details,prev_hash,hash
1,2026-08-11 14:48:12,stock_entry,"{""warehouse_id"": ""WH-CHN-01"", ""item_id"": """", ""date"": ""2026-08-11"", ""stock_in"": 20, ""stock_out"": 10, ""entered_by"": ""admin""}",0000000000000000000000000000000000000000000000000000000000000000,70454f3eb43bf9a088477042fc113baee76cf93c8b9ee4584004fea3ae6b7fbf
2,2026-08-11 15:39:15,shrinkage_scan,"{""triggered_by"": ""admin"", ""flags_found"": 0}",70454f3eb43bf9a088477042fc113baee76cf93c8b9ee4584004fea3ae6b7fbf,988b1e95b2e0c3825cd7e4327567ffacd8b115651a5992730f55e823fad124e3
3,2026-08-11 16:31:25,warehouse_created,"{""warehouse_id"": ""WH-BLR-01"", ""name"": ""Bangalore Fulfillment Center""}",988b1e95b2e0c3825cd7e4327567ffacd8b115651a5992730f55e823fad124e3,5a4ed3999419cc9d294847195c8a2b5f3414026c4143b49dc0ce8190cd5e8d99
4,2026-08-11 16:31:25,warehouse_created,"{""warehouse_id"": ""WH-CHN-01"", ""name"": ""Chennai Port Logistics Hub""}",5a4ed3999419cc9d294847195c8a2b5f3414026c4143b49dc0ce8190cd5e8d99,d5adea94bb23ee86568267e0fbccf7d6df228d9117f4fa7cef980ff0a51bb474
5,2026-08-11 16:31:25,warehouse_created,"{""warehouse_id"": ""WH-BOM-01"", ""name"": ""Mumbai Container Terminal""}",d5adea94bb23ee86568267e0fbccf7d6df228d9117f4fa7cef980ff0a51bb474,305711b8c201c58305e54edfe9337405c1d21553ad08e229541ad4cddebf0119
6,2026-08-11 16:31:25,warehouse_created,"{""warehouse_id"": ""WH-DEL-01"", ""name"": ""Delhi NCR Logistics Park""}",305711b8c201c58305e54edfe9337405c1d21553ad08e229541ad4cddebf0119,a911dc41f554cc35de07d0b606b1249ee8ab891ffa0632b3917531f31382b4fa
7,2026-08-11 16:31:25,warehouse_created,"{""warehouse_id"": ""WH-CCU-01"", ""name"": ""Kolkata Gateway Depot""}",a911dc41f554cc35de07d0b606b1249ee8ab891ffa0632b3917531f31382b4fa,8fdfe00757ed0901786bc138788a9fe979c30f372568f0cff42c9aff564a839e
8,2026-08-11 16:31:25,item_created,"{""item_id"": ""ITM-CPU-01"", ""name"": ""AMD Ryzen 9 7900X Processor""}",8fdfe00757ed0901786bc138788a9fe979c30f372568f0cff42c9aff564a839e,4f9b0514d9da460b337d27610c99b5ce4b32f860a8414c6c9eee779ad9972579
9,2026-08-11 16:31:25,item_created,"{""item_id"": ""ITM-GPU-01"", ""name"": ""Nvidia RTX 4080 Founders Edition""}",4f9b0514d9da460b337d27610c99b5ce4b32f860a8414c6c9eee779ad9972579,b730d138905050398f7813a81834b384c2b2cfb6315c462f0915d6e476f884f1
10,2026-08-11 16:31:25,item_created,"{""item_id"": ""ITM-RAM-01"", ""name"": ""Corsair DDR5 32GB 6000MHz RAM""}",b730d138905050398f7813a81834b384c2b2cfb6315c462f0915d6e476f884f1,9548c719efdfe4d477aa0abba149263361aafc590797e6338cb26e21c4594234
11,2026-08-11 16:31:25,item_created,"{""item_id"": ""ITM-SSD-01"", ""name"": ""Samsung 990 Pro 2TB NVMe SSD""}",9548c719efdfe4d477aa0abba149263361aafc590797e6338cb26e21c4594234,28cc2c8bd622009743b97f626f386280beb6ca1f199445d9f092415ae8afe45e
12,2026-08-11 16:31:25,item_created,"{""item_id"": ""ITM-HDD-01"", ""name"": ""WD Red Pro 8TB NAS Hard Drive""}",28cc2c8bd622009743b97f626f386280beb6ca1f199445d9f092415ae8afe45e,85eff1908cf2f2c47992cb696069f41a1723372abc1cb912dcc91203d4837525
13,2026-08-11 16:31:25,item_created,"{""item_id"": ""ITM-CHG-01"", ""name"": ""Anker 100W GaN Wall Charger""}",85eff1908cf2f2c47992cb696069f41a1723372abc1cb912dcc91203d4837525,d5f1693ff00b9c2df3996121b716e66b8adb2e393a733935e7c96fec23630d2c
14,2026-08-11 16:31:25,item_created,"{""item_id"": ""ITM-CBL-01"", ""name"": ""Apple USB-C Braided Cable 2m""}",d5f1693ff00b9c2df3996121b716e66b8adb2e393a733935e7c96fec23630d2c,2f3edf37abd6c9ae98f6fa385c91341bd0a074a716f2bb8422d5155aa16815cc
15,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-CHN-01"", ""item_id"": ""ITM-RAM-01"", ""quantity"": 75, ""date"": ""2026-07-18""}",2f3edf37abd6c9ae98f6fa385c91341bd0a074a716f2bb8422d5155aa16815cc,eb8f86a60c23ba838c7957ffd553857ef72dfc0e4c3ff1a1a51ffe10a4e788b7
16,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-BOM-01"", ""item_id"": ""ITM-RAM-01"", ""quantity"": 75, ""date"": ""2026-07-19""}",eb8f86a60c23ba838c7957ffd553857ef72dfc0e4c3ff1a1a51ffe10a4e788b7,5b95e4bec30b872c299704cb77a5dd14fd316c68f246cb809b8a39f0aca32c43
17,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-DEL-01"", ""item_id"": ""ITM-RAM-01"", ""quantity"": 75, ""date"": ""2026-07-19""}",5b95e4bec30b872c299704cb77a5dd14fd316c68f246cb809b8a39f0aca32c43,19ec21997bd27f105a3fe0259ca4c0f7ec9f533ff2696279b89ae67d76c2b49e
18,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-BLR-01"", ""item_id"": ""ITM-RAM-01"", ""quantity"": 75, ""date"": ""2026-07-22""}",19ec21997bd27f105a3fe0259ca4c0f7ec9f533ff2696279b89ae67d76c2b49e,67143d75e91cceb63376a9b17e8f485402f0a16d80946e4732847830efcc26c3
19,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-CCU-01"", ""item_id"": ""ITM-CPU-01"", ""quantity"": 45, ""date"": ""2026-07-23""}",67143d75e91cceb63376a9b17e8f485402f0a16d80946e4732847830efcc26c3,ab98a4f2c3d0a35dbfa5b118902101168251628b11721b272e6873beb299d85a
20,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-CCU-01"", ""item_id"": ""ITM-RAM-01"", ""quantity"": 75, ""date"": ""2026-07-23""}",ab98a4f2c3d0a35dbfa5b118902101168251628b11721b272e6873beb299d85a,4c4c5be02a23879a4bc03ce160bc53b29439b4caeaf603face6a57cfa4c9e731
21,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-CHN-01"", ""item_id"": ""ITM-CPU-01"", ""quantity"": 45, ""date"": ""2026-07-26""}",4c4c5be02a23879a4bc03ce160bc53b29439b4caeaf603face6a57cfa4c9e731,15869f9d0e4cd6b7ab71506fd7b17d1243ac72fd2475737f2e67fd5cad96c29b
22,2026-08-11 16:31:25,simulated_restock,"{""warehouse_id"": ""WH-CCU-01"", ""item_id"": ""ITM-CHG-01"", ""quantity"": 150, ""date"": ""2026-07-27""}",15869f9d0e4cd6b7ab71506fd7b17d1243ac72fd2475737f2e67fd5cad96c29b,15916f3589eb69c150ddcb79c668159a111833677f815fb11a5ee6605cb55b49
23,2026-08-11 16:31:26,simulated_restock,"{""warehouse_id"": ""WH-DEL-01"", ""item_id"": ""ITM-CHG-01"", ""quantity"": 150, ""date"": ""2026-07-28""}",15916f3589eb69c150ddcb79c668159a111833677f815fb11a5ee6605cb55b49,8b28a0f9727c4314a480fc190a644b16eaa518f68adbf6f86b2fdc757f560f46
